review,aspect
"Quarto honesto, limpo, funcionários amigáveis e localização perfeita para aqueles que procuram fazer uma viagem turística com foco nas principais atrações de Paris. Além disso, fica em frente a uma saída de metro, próximo de bares e lojas e ainda assim não tivemos problemas com barulho durante a nossa estadia. Definitivamente ficaria nesse hotel novamente se voltasse para Paris com um orçamento apertado.","['localização', 'hotel', 'funcionários']"
"Hotel com bom custo/benefício para o Marais. Bem localizado e com instalações justas para o valor cobrado. Como quase todos os hotéis em Paris, quartos relativamente pequenos, porém aqui é assim mesmo e se quiser luxo e espaço vais ter que desembolsar bem mais euro$$$$$$$.   Relaxe. Curta essa belíssima cidade luz e deixe para curtir quartos enormes e comprar desenfreadas quando for para Orlando ou Miami.","['hotel', 'cidade', 'instalações']"
"Quando cheguei, fiquei encantada com o hotel, fachada bonita e iluminada, saguão grande e atendentes simpáticos, mas quando cheguei no quarto, começou a decepção... pequeno (quase um ovo), banheiro minúsculo (pessoas com mais de 1,80m de altura não consegue sentar no vaso e as toalhas tinham um cheiro totalmente desagradável. Vale a pena pela localização, metrô na porta, café da manhã bom e proximidade da Torre Eifel.","['toalha', 'hotel', 'café da manhã', 'localização']"
"Apenas como comentário, o atendente do hotel não informa ao hóspedes sobre as taxas adicionais, quando da realização do check-in. Poderiam melhor isso. No nosso caso, em nenhum momento foi dito que teria uma cobrança extra de USD 16,80 por dia, referente ao serviço de limpeza do quarto (charge service). No final da estadia, tive que pagar outros USD 100,80, correspondente aos 2 quartos reservados.","['serviço', 'quarto', 'limpeza']"
"É, como os bons hotéis provavelmente,o melhor hotel que fiquei em ny,na madison avenue em frente a igreja st patricks,atras da quinta avenida elegante, excelentes serviços, agradável café da manhã em uma ambiente lindo. Os preços embora elevados, estão nos padrões aceitáveis para a cidade. Os quartos sao lindos,muito confortaveis e espaçosos.","['hotel', 'café da manhã', 'serviço', 'quarto']"
"Se hospedar nesse hotel é como fazer parte de um filme! O quarto é ótimo, limpo, serviço de quarto bom! Ñ tem cafe da manha incluso, mas no saguão ha starbucks e mcdonald para o café! Pelo preço da diaria achamos que seria um hotel antigo, mas ele está muitissimo conservado! Vale muito a pena ficar nesse hotel que faz parte do skyline dessa cidade linda!","['serviço de quarto', 'preço', 'cidade', 'hotel']"
"Me hospedei de 27 de janeiro a 1 de fevereiro,gostei muito do hotel,sua localização é fantástica,o quarto muito bom,estrutura do hotel excelente, vale ressaltar que o restaurante do hotel é INCRÍVEL chamado The View, vale muito a pena, único em Nova York que oferece vista panorâmica a toda cidade.O único contra é o serviço do bell man que praticamente o obriga a lhe dar gorjeta.O hotel esta RECOMENDADO muito bom.","['quarto', 'hotel', 'localização', 'cidade']"
"Bem localizado, free parking, internet incluida na conta, concierge excelente, checkin rapido (apesar de lotado), lindas lojas de primeira linha (Gucci, Prada, etc), Evite restaurante Sensi, muito ruim de qualidade e atendimento. Muito cheio de turistas, fica um pouco impessoal as areas comuns, mas releva-se. Ficaria novamente, com ctz.","['lojas', 'lojas']"
"O hotel é excelente: aconchegante, confortável, bem localizado. O complexo é muito grande, com shopping, restaurantes, atrações como Blue Man Group e Fastasma da Ópera dentro do hotel. E, para finalizar, o passeio de gôndola veneziana por um rio que corre por dentro do hotel, entre os restaurantes. Recomendadíssimo!","['shopping', 'hotel']"
"Estive ha alguns meses nesse hotel. Nossa sorte foi que havia uma brasileira la. Ela foi bem acolhedora e nos mostrou os pontos principais de Paris. Alias, todos os empregados foram muito educados e sorridentes. O café-da-manhã é um pouco caro, portanto comemos fora. Os quartos são pequenos porém super limpos, diferentes e bonitos.","['quarto', 'hotel']"
"Em relação à Limpeza, achei REGULAR... O hotel não é imundo, mas tb não é super limpo.Os Funcionários são bem simáticos. O Café da manhã é muito ruim e sem graça... Valem a localização, conforto e custo, que é barato. Este HOTEL é MUITO VELHO, NECESSITA DE REFORMA URGENTE.","['localização', 'café da manhã', 'hotel', 'limpeza', 'funcionários', 'conforto']"
"Estive em 2011, por 7 dias no Hilton, fui muito bem tratado pelos funcionarios, o quarto é bem confortável, o café da manhã é excelente e com preço razoável ($ 13,00), a localização é otima, na 27 street,pertinho de tudo, recomendo.  Room Tip: Os apartamentos de fundo , não tem vista pra nada, é cercado por predios, mas na frente é bom","['preço', 'café da manhã', 'quarto', 'localização']"
"Hotel aconchegante, perto do metro Saint Placide e também de bons bistrôs para uma refeição. O quarto standard é pequeno mas com decoração de bom gosto e muito limpo. Quartos à prova de som. Serviço de café da manhã e recepção excelentes. Solicitei na reserva um apto com ar condicionado (nem todos os quartos possuem) e fui atendida sem surpresas. Recomendo !!","['quarto', 'recepção', 'café da manhã', 'serviço', 'hotel']"
Já conheço a Rede de hoteis Ibis e por isso procurei me hospedar no hotel. Os funcionários da portaria e todos os serviços em geral nos atenderam muito bem . As acomodações são boas . Porém acho que no sanitário do quarto faltou uma duchinha isto daria um pouco mais de conforto. As demais coisas não temos nada a reclamar e recomendarei o Hotel a todos que forem viajar para Paris. A localização é ótima. Tenho costume de viajar bastante e fiquei encantada com Paris.,"['hotel', 'localização', 'serviço', 'funcionários']"
"Minha experiência foi bem agradável no hotel, fiquei em um apartamento muito limpo, tudo novinho e reformado. Achei o hotel na internet, fiquei na dúvida, mas de fato foi remodelado e tem um ótimo preço, tornado-se uma excelente opção de custo x beneficio.","['hotel', 'preço', 'internet', 'apartamento']"
"O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens. No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook. A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos. Não recomendo.","['cidade', 'limpeza', 'localização', 'hotel', 'funcionários', 'café da manhã']"
"Hotel com execelente localização, perto de tudo e silencioso, muito conforto, quartos de bom tamanho, cama queen, escrivaninha, duas cômodas, armário com táboa de passar roupa e cofre, sempre muito limpos, banheiro também execelente com banheira, secador de cabelo e água quente, tudo muito novo. Todo pessoal prestativo. O café da manhã fazíamos numa lanchonete chamada Red Flame quase ao lado. Quando retornar à Nova York, ficarei hospedado neste hotel.","['hotel', 'localização']"
"Os pontos fortes são , a localização e o serviço muito atencioso, por um preço justo.  Acho impossível melhor localização para turismo , pois dos quartos se tem uma visão ampla de todo central park além de estar do lado da quinta avenida.  Ouro ponto forte é a sala de café da manhã , caro mas muito agradável.","['localização', 'café da manhã', 'quarto', 'preço', 'serviço']"
"Excelente hotel, muito bem localizado e para quem gosta de novidades eletrônicas no quarto ele é o mais indicado. Muito alegre, pois estivemos na época do halloween e a cidade ferve nessa época, muito engraçado, pois as fantasias fazem parte do visual, onde quer que esteja...no hotel, na rua etc. Vale a pena...recomendo.","['hotel', 'quarto']"
"Excelente qualidade, boa localização com vista para a Torre Eiffel, bom atendimento com funcionarios simpaticos e educados na recepção falando varios idiomas, limpeza de primeira qualidade, café da manhã completo e farto, quartos aconchegantes e silenciosos.  Room Tip: Os apartamentos centrais são mais silenciosos.","['recepção', 'quarto', 'limpeza', 'café da manhã', 'atendimento', 'localização', 'apartamento']"
"Adorei este Hotel um atendimento excelente principlamente porque falam quase todo português, as recepcionistas ajudaram-nos para nos guiar na confusão que são as linhas de metro, e indicaram-nos todos os lugares que vale a pena ver. De certeza que na minha proxima viagem a paris escolherei de novo este tao calmo e simpatico hotel proximo de tudo e tao simpaticos.  Fui para trabalhar mas acabo por voltar com vontade de passar férias nesta cidade.","['cidade', 'atendimento', 'hotel']"
"As dependências do Quarto e do Banheiro são muito reduzidas.  Eu já estive nesse mesmo hotel, quando ele ainda não era denominado IBIS, mas não me lembrava mais do tamanho dos quartos.  De qualquer maneira eu estava decidido pelo Hotel IBis Tour Eiffel Cambronne porque queria recordar todo o bairro, pois, já morei na Rue Cambronne, 45 (durante o ano de 1981 e primeiro semestre de 1982).","['hotel', 'quarto']"
"Hotel bem situado, quartos razoáveis muito simples, a área do pequeno almoço bastante pequena tinha no total umas 6 mesas para os clientes do referido hotel, bem como um menu muito simples... Hotel fica situado perto da Opera e das Galerias La Fayette, para quem fizer o percurso de metro sai em CADET","['hotel', 'quarto']"
"Gostei muito desse hotel, a localizaçao, os funcionarios atenciosos e eficientes, internet wifii free no loby muito rapida e principalmente o tamanho do quarto. Para os padroes de NY realmente um excelente custo X beneficio. Excelente !!! Recomendo  Room Tip: Peguei o menor quarto e mesmo assim era enorme","['quarto', 'internet', 'hotel']"
"Bom hotel. Excelente localização pois é perto do metro Cambronne e a região é agradável, com cafés, lanchonetes e farmácia bem em frente ao hotel.   Café da manhã fraco, mas aceitável.   Quartos pequenos, banheiro muito pequeno, mas estão bem cuidados de modo geral.   Minha única reclamação é com relação a falta de comunicação entre os empregados do hotel da noite e do dia pois tive problemas com agua vazando no meu banheiro e demorou 2 dias para se resolver (mudar de quarto).","['farmácia', 'hotel', 'localização']"
"Hotel fantástico, bem localizado, limpo, lindo, quarto, cama, banheiro gigantes, maravilhosa a vista do hotel para Strip, piscina maravilhosa com cascata, shows com golfinhos, tigres,,,mulheres rsrs, drinks inesquecíveis... impossível não comparar com os outros hotéis... Super recomendado!!!  Room Tip: Escolha um com cama King, com vista para a Strip!","['cama', 'quarto', 'hotel', 'piscina']"
"O atendimento foi muito bom, a localização é no centro, e o custo é barato. Porém não tem conforto, bem apertado e como os comentário que verifiquei o chuveiro em alguns quartos fica em cima do vaso sanitário.","['localização', 'chuveiro', 'atendimento', 'conforto', 'quarto']"
